marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,n_reviews,sentiment_score
US,16843150,R3NBUBGE4H931W,B002GWHDW8,920565968,"Coffee Bean Direct Blend, Whole Bean Coffee, 5 Pound",Grocery,1.0,4.0,6.0,N,Y,avoid this,This will be the first thing I have had to return through Amazon. This coffee is one of the worst I have ever tried.,2011-04-13,56,-0.5267
US,47151595,RDRL05Q3MB9AZ,B000IXUKAY,232696825,Heath Candy Bar,Grocery,1.0,4.0,8.0,N,Y,Beware! Bad batch made me sick 4/10/11!,"I love heath bars, and they agree with me quite well.    Unfortunately, I ordered this item and even without eating a whole one, I got sick from it and have been all night, and am still.     The bar was \\""off\\"" with a slightly odd taste and the center was a bit \\""chewy\\"" rather than crisp. Odd enough that I set it aside after eating part of it.  Soon I was queasy and I slept badly, and now 12 hours later it feels like there are knives in my intestines and I'm having diarrhea.    Amazon was good about it, gave me a full refund and told me to dispose of them, which I will do. Into the trash they go.    The lot number is a bit smudged on the box, but appears to be     40PR2  BB 01 2012    I don't blame amazon, but I feel like I've been poisoned.  And no, I didn't eat anything else, it was utterly clear what has made me ill. Also, the same day I had some heath miniatures I also bought from amazon, and they were great!    I suspect that I'm not the only person to get a bellyache from this batch.     These should be recalled, IMO.",2011-04-10,10,0.3581
US,17013943,R3LFLJGU4W828L,B000LKXCB8,184552546,Kitchens Of India Ready To Eat Dal Bukhara,Grocery,1.0,3.0,6.0,N,N,"Too sour, almost feels like rotten","It may be a bad batch, I bought when amazon had them for sale  1/3rd price of today :)  That should have made it clear, do not buy",2011-04-06,64,0.4215
US,36011497,R2DD7T7XUDT9U9,B001E5DWW8,471356452,"Albanese 12 Flavor Assorted Gummi Bears, Fat Free, 5-Pound Bags (Pack of 2)",Grocery,2.0,4.0,11.0,N,Y,Got sick of them - FAST!,"At first these were a nice departure from the usual Haribo bears, and the various flavors were interesting. However, the soft stickiness of the bears slowly started to work my nerves. They had this aftertaste that I can't explain that tasted chemical-like and unpleasant. I will never buy them again.",2011-04-06,344,0.25
US,39551204,R29Q61CHCA7NUO,B00014E3LM,127590911,Sugar-Free Jelly Belly - 2.8 oz Bag,Grocery,1.0,6.0,7.0,N,N,What kind of candy stores sell candy that makes you sick?,"Some friends mailed me a bag of diet jelly beans they had perched on a tour through the Jelly Belly plant in California.  It was a marshmallow size bag with a warning label about the size of a small return address sticker with more printing on it. I'm in good health and thought it was a \\""carbohydrate warning\\"" I didn't have my glasses with me.   I ate about 30 beans then my wife and went to a meeting after about an hour in I was sick. My wife also was sick even thou she had eaten less than I.",2011-04-03,21,-0.4588
US,52058444,RT8U7D3CBJD49,B0029JFVN6,186021495,"Ricochet Coffee Shots, Non Dairy, 100-Count Shots (Pack of 6)",Grocery,3.0,4.0,4.0,N,Y,Don't buy if you're trying to avoid dairy!,"Bought these for my spouse who is on a low-carb diet and has to avoid milk/dairy products for allergy reasons but wants to satisfy a craving for coffee candy, which typically has milk, cream, or butter. I scoured the web and found what I thought to be the ideal product, only to discover upon receipt of the product that one of the ingredients is milk powder! Something must have changed, because the actual imprinted box in which the six tins is packaged, says the ingredients are \\""Xylitol, ground coffee, corn syrup solids, vegetable oil, sodium caseinate [a milk derivative], dipotassium phosphate, hypromellose\\"", but a sticker on the overwrap says the ingredients are \\""Xylitol, ground coffee, milk powder, soluble fiber, soy powder, hypromellose\\"". I guess either way the product has some dairy, but having the milk powder as the third ingredient seems to imply seriously non-dairy in my book.<br /><br />Taste wise the Coffee Shots are just okay -- a 3-star rating -- they sure don't taste anything like candy (not very sweet) and have more of a bitter/coffee taste. Not unpleasant but definitely would not be confused with Nips, Coffee Rio, or any other standard coffee candy. But given there aren't many non-sugar/non-Sucralose or artificial sugar substitutes, this might fit the bill if the milk ingredient is not an issue.",2011-03-29,3,0.9646
US,28229059,R2DUNWVK9OS4RL,B000FIXT2I,490959296,"Steamed Brown Rice Bowl, Organic, Microwaveable, 7.4-Ounce Bowls (Pack of 12)",Grocery,2.0,1.0,2.0,N,Y,Wierd flavors... I'd avoid,The white and brown rice is much better.  This rice is nothing like I expected... cannot eat without masking the flavor.,2011-03-22,280,0.1999
US,18363028,R4N0N3X3EBT74,B004H3ULMS,860055204,"Grove Square Coffee, Dark Roast, Single Serve Coffee Cup for Keurig K-Cup Brewers, 12-Count(Instant Coffee)",Grocery,1.0,0.0,0.0,N,Y,"Just ""icky"" instant coffee","This Grove Square Coffee is instant coffee, plain and simple. When you open the k-cup, after running it through the Keurig brewer, the cup is empty. I thought the whole point of k-cups was the 100% Arabica (non-bitter)REAL freshly ground coffee.  That is NOT what this coffee is.  There should be a disclaimer telling customers straight up that this is instant coffee. If there was a -5 rating, that's what I would have chosen.",2011-02-22,51,0.0258
US,19995077,R2QY1VGD7D4MN6,B000FDN7AM,68121090,"Vigo Octopus  in Marinade Sauce, 4-Ounce Cans (Pack of 10)",Grocery,2.0,0.0,0.0,N,Y,Tastes of ammonia - a sign of rotten seafood,Picked up a case of this to see how it compares to the Goya brand octopus I can get locally. It doesn't! It tastes of ammonia - as if the cannery stuffed rotting octopus in here. The only other time I've tasted ammonia in seafood was when I was in a cheap seafood buffet in a Biloxi casino.,2011-02-19,22,0.0
US,26930941,R3D1DQAHS9OH2O,B000SARK0A,792561286,Davidson's Tea Bulk,Grocery,1.0,8.0,11.0,N,Y,"This tea made me sick, also it does not taste very good.","First I'll describe my first impressions. The tea came a in a well sealed package. Mine looked different than the photo, which is good. It was sealed with a ziplock and had a foil coating on the inside. It was also made out of brown paper on the outside like the photo, though.    However, it made me sick as someone below also reported. I'm not a doctor, but this tea made me sick to my stomach, and I also had shortness of breath. The first time I wasn't sure if it was the tea, and the second time I tried it I was positive. The more I drank, the worse it was.    I'm sure my experience was rare, but I purchased bulk tea from another supplier for cheaper, and I have had no problems at all. It helps me go to sleep too. Also, the other supplier includes the flower pedals in with the tea. Davidson's does not. There may be nothing wrong with their other teas; I only tried the chamomile. I'm not judging Davidson's, just this tea.    This is a decent deal, but out of like 16 reviews at least 2 people report being made sick. Additionally, compared to the other bulk chamomile I purchased, this tastes like weeds. Like the other person said, if you are sensitive to ragweed be warned.     Chamomile in general is known to cause these reactions in very rare cases (so I've read), so it may not at all be Davidson's fault. But I'm giving it a 1 star rating because I purchased bulk chamomile from another place and it was cheaper, and much better. I also had no problems.",2011-02-13,269,-0.7096
US,44843307,R204QDYXFABJZC,B000F6UMHU,654482544,"Betty Lou's Coconut Macadamia Nut Butter Balls, Gluten Free, 1.4-Ounce Packages (Pack of 18)",Grocery,1.0,0.0,3.0,N,Y,Icky icky icky yuck!,"I do apologize to all the people who like these, but I actually hate them! I'm not ultra picky, either,  but these were beyond my ability to accept.  They've got great texture and initially the flavor is good, but there's a NASTY chemical after taste that gets stronger with each chew.  These are probably healthy, but I'd rather eat unhealthy food if it tastes better.",2011-02-10,40,0.9051
US,43376163,R24AXKQAM0X5RU,B004334M5Y,920719751,"Fisher Butter Toffee Peanuts, 44-Ounce Packages (Pack of 2)",Grocery,1.0,2.0,7.0,N,Y,DO NOT BUY!!! There are rotten peanutes inside the pack.,I bought two packs and it is the worst buy ever. I cannot imagine they have rotten peanuts inside the pack!!! Never ever in my life!!! Will try to contact Amazon for a return!!!,2011-01-25,8,-0.8346
US,51908179,R3NNW7T0775DDY,B000LL0R8I,572710338,Vita Coco Coconut Water,Grocery,2.0,1.0,2.0,N,Y,Smells a bit rotten,I have ordered a lot of Vita Coco in the past but something is not right with this last shipment.  The coconut water has a rotten smell to it.  The first one that I drank gave me a throat infection and I am still recovering for the ear infection that followed.  Not sure if I should bother returning this or contacting the FDA.  But this shipment is not right.,2011-01-18,1744,-0.8748
US,50733286,RGXK6OJOKHIOY,B003CSUHXC,126265160,Wonderful Pistachios Roasted and Salted Shelled Pistachios 24 Ounce Value Bag,Grocery,3.0,8.0,8.0,N,Y,"Overall a decent product, just avoid buying these ""Bargain Hunters""","I was happy to find out that Pom Wonderful has already shelled pistachios. Like the unshelled version these are salty (160mg of sodium per serving of 1/4 cup), but I tend to eat them as a snack with some fruit & water to balance it out. On occasion I have found a few nuts that taste a little \\""too\\"" roasted. But nothing that would prevent me from purchasing this brand again, as long as the price is decent.     The only thing I would warn about is to be mindful of who you are purchasing this product from. The last time I got these pistachios was from the Amazon seller \\""BargainHunters\\"" and it came with a hole in the packaging (large enough for an insect or lizard to crawl into). Tried contacting them about it but they ignored me. That was disappointing because overall their seller feedback is pretty decent (over 90% positive). But looking at their negative comments it seems as if any of their customers have a issue, then they will be ignored so I know I'm not the only one who's had an issue with their lack of customer service.",2011-01-10,44,-0.9014
US,14468145,R3C75RS2DCSUZW,B000VJX8QI,340864661,"Health Best Macadamia Nuts Raw, 5 Ounce Package",Grocery,1.0,8.0,9.0,N,Y,Not truly raw--made me ill,"I'm a raw food person and have used macadamias with no problems for years. This brand, however, is not truly raw. It made me sick eating them. They are hard or stale, and not slightly soft and buttery as macs are when truly raw. And they don't accept refunds, so I'm out the money.    If you are seeking truly raw macs, you should look elsewhere. I'm still feeling sick and I tried them yesterday.",2011-01-05,5,-0.9572
US,45630803,R1RYU5YH8Y6Z6B,B0008IT4OM,510699755,Chocmod Truffettes de France Natural Truffles,Grocery,1.0,3.0,5.0,N,N,Literally made me sick,"We were given these as a gift, and as a chocoholic I ate a few and thought they were good.  However, I woke up a few hours later with an upset stomach and threw up.  I now realize that they are just too rich and the cocoa powder makes them very acidic or bitter, so I can never eat more than one or two now.  No other chocolate or food has done that to me before.",2010-12-26,184,0.3687
US,52236847,R2X537D7VDBZ9W,B000O7Z71G,534779024,"TwiningsChaiTeaLatte,T-DiscsforTassimoHotBeverageSystem,8ServingPackages(Packof2)",Grocery,2.0,3.0,3.0,N,N,"Quantity misleading, taste icky","First off, the Amazon descriptions make it sound like you're getting 16 servings in a pack, and tho veterans know a package is only really 8 servings, newbies may not. Then they sell it as a \\""Pack of 2.\\"" Does that mean you get two packages with 8 servings (1 tea plus 1 milk) each?     Then the chai itself...It's the worst-tasting chai I've ever had, and I've had some doozies. If they're selling other Starbucks stuff, why not Tazo Chai? It's too sweet, too, but the spices are vivid enough to overcome the sweetness. The Twinings stuff is just too weak. And why can't they just leave the sweetener out of the tea part altogether? Avoid the Splenda issue completely.     I thought that going with the Tassimo would give me stronger coffee than the Keurig makes. Didn't realize there'd only be one chai choice and it would suck. Fool me once, shame on me.",2010-12-04,54,-0.8409
US,18733039,RUAL96N066RJ6,B000Z93FQC,595488792,Y.S. Eco Bee Farms Raw Honey - 22 oz,Grocery,1.0,29.0,65.0,N,Y,Made me sick.,"First, the smell & taste of this honey is wonderful. However, I ate some, & shortly thereafter got quite ill. I have had food poisoning once in the past, & this felt exactly the same. Yesterday I puked my guts out just prior to having a sharp pain in the pit of my stomach. Today, I am weak & hurt all over. I also find the misleading organic labeling to be very off-putting. While the word \\""organic\\"" has been used in the name of the company they are selling a non-organic product here. I find that to be unethical. Quality control issues here to be sure.couple of others said it's possible to have allergies to the raw honey..those are things to keep in mind for people who may be trying to eat raw honey for the first time.<br /><br />Also, read some of the other low star ratings regarding the misleading representation in the labeling of this product...if they are willing to stoop to misleading labels about the product how can u put blind faith trust in the quality of it? I learned my lesson here.",2010-11-26,1570,-0.9741
US,17935282,R2EAAP1L21ZH53,B000S671XU,469570645,"Osem Falafel Mix, 6.3 Ounce (Pack of 12)",Grocery,1.0,14.0,65.0,N,N,"buy local, and also avoid financing an Occupation","I found this only average for making falafels. But then I read about  the company, OSEM, based in Israel--and decided that our American products, FANTASTIC and CASBEH, both of actually better quality, will get my future business. I'll have fewer carbon footprints with not having OSEM boxes transported  1/2 way across the world, and won't be giving money to Israel, a country which continues to snub international laws and disobey countless UN resolutions.<br />By the way, I say this as part of a Jewish family.<br />  VM Feldman",2010-11-25,36,0.5263
US,41876770,R75EYWJT9X25G,B000LL0R8I,572710338,Vita Coco Coconut Water,Grocery,1.0,532.0,600.0,N,Y,Received rotten product and customer service,"I received this 12 pack in what looked like fine condition (they are 11.1 oz, not 11.2 oz, but no big deal). Vita Coco has changed their formula to include vitamin C, possibly to prevent the problem I had: a product that smelled and tasted like rotting fish. About half of the products contained clear liquid, and about half when you opened them contained a urine-colored product, with the white cardboard around the mouthpiece having fringed into a brownish color. Vita Coco assured me this was a normal color variation. I drank quite a few of them, and the tasted varied greatly. Some were almost as sweet as glucose syrup and I had to cut them with water. Some tasted what I would call normal. And then I came across one of the brown mouthpieced ones with urine-colored product which smelled and tasted like rotten fish. I called Vita Coco again and again was told that I should be happy that there is a color and taste variation because it indicates a natural product. I was then interrupted and asked if I had a point I was trying to make. I told the customer service agent at Vita Coco I was telling her the product tasted like rotting fish. And she responded by telling me that she liked fish. She asked me if I call a lot of companies to complain about products. I will give myself a lot of credit and say that I remained calm in spite of her continued nasty comments. She kept telling me I needed to contact Amazon to file my complaint, and I was aghast that a company that sells beverages couldn't care less that they were selling a rotten beverage. She said 99% of the time they're not. So she is trying to make me feel better by saying only 1 out of 100 of their products is rotten? She told me she had nothing more to say and had given me all my options (having given me the Amazon.com phone number). At this point, I was annoyed, and maybe this wasn't the best thing to say, but I asked if she would be contacting the FDA about this. She told me that the FDA doesn't handle natural products. She said what would they do--tell us to use different coconuts? I finally said, I just want to know that you will pass this message along, and will you contact me to update me. Normally I wouldn't care. Normally if she hadn't talked to me like she had, I would have been happy for a refund or anything, none of which was offered. I don't need to know what the company will do. But she kept sarcastically saying she was going to pass my message along, and I told her based on her attitude I didn't believe she was going to do anything. She asked for my e-mail and said if I don't hear from them in 6-8 weeks, that she *really* hopes I call back.    I have worked in customer service, and I have had to put up with abuse from customers, so I never treat representatives like that. And I was nothing but polite to this person who was abusive to me.    If a rotten product wasn't enough to turn me off, the rotten attitude at the company's New York office was. I don't trust this company, and they ruined their name in my eyes forever.",2010-11-19,1744,-0.9843
US,38148563,R2TSUENNU9FV8A,B000V1AWBU,97035275,Kitchens of India  Curry Paste Variety Pack,Grocery,1.0,0.0,7.0,N,N,Unknown substance in these products that make you sick.,"I bought a couple of cases of this paste and split it with my friend, and both of us got sick from it. I thought it was the meat, but when my friend made it himself at home and also got sick with the same symptoms (vomiting), we knew it was the spices.",2010-11-17,39,-0.0516
US,23559953,RSB1ZIR9MFZ2Q,B000SR1QKI,499098235,Japanese Small Tin Green Tea Powder - 1.40 Oz.,Grocery,1.0,2.0,15.0,N,Y,made us sick,"My husband and I tried this tea and 30 minutes after drinking it we both felt dizzy, tingly and naseated.",2010-11-14,12,-0.2263
US,27007968,R1BH7RV68D3ZC2,B000MMECV4,925580835,SABRA MEDITERRANEAN APPETIZERS &amp; SNACKS,Grocery,1.0,7.0,14.0,N,N,a little knowledge is a dangerous thing,"Because Sabra is carried in so many stores in my neighborhood, I bought it for quite awhile- until I found out that it is an Israeli company that supports the Israeli Army in the brutal occupation of the Palestinian people. I switched to Tribe, and have since learned that Tribe is owned by the Israeli company as well. I now make my own hummus-it's so easy to blend chick peas, tahini , lemon and olive oil together-and realize that these commercial products don't even taste good. Make your own hummus and make a statement that you won't support war crimes! Take a look at this website: [...]",2010-11-11,3,0.4616
US,23286840,R10FA44OF5Y72P,B003V8SO10,566965534,"Naked Juice Coconut Water, 11.2-Ounce Containers (Pack of 12)",Grocery,1.0,2.0,4.0,N,Y,naked dish water/ rotten,"i am an experience coconut water drinker, and this is honestly my review of Naked Coconut Water - not embellished.  the first container i opened was rotten. it smelled and tasted awful. the second on was ok. i have opened three more and they all smell like dish water and smell so bad that i am afraid to drink them.  i will never ever buy this again. i don't think the packaging and seal are adequate enough to prevent the entrance of bacteria. the seal is one of those thin, tear off types. very, very disappointed.",2010-11-10,183,-0.7758
US,14697541,R4K11CYMRI45R,B000CR1VXQ,198236834,"Starkist Solid White Albacore Tuna in Water, 3-Count Packages (Pack of 8)",Grocery,1.0,3.0,4.0,N,N,stinky with bones,"I had to return this eight pack after opening several cans. This was no \\""solid white albacore\\"".  it was loosely packed minced fish with bones. It smelled fishy.  Starkist even has a help line after hours with a nurse in case anyone chokes. I called. They seem unconcerned with the bone issue.  I have a 2 year old. I can't understand why someone would want to open a mystery can of this stuff twice.    I would recommend that people stay away from this product. Target makes a great albacore.  Go there.",2010-11-10,16,0.5423
US,13715310,R2854X5XYZIF8A,B001D0GV54,263495992,Timothy's World Coffee K-Cup Portion Pack for Keurig K-Cup Brewers,Grocery,1.0,0.0,3.0,N,N,Timothy's Nicaraguan Fair Trade Organic is a dangerous K-cup.,"Timothy's Nicaraguan Fair Trade Organic, Serial Number 15 15 PL 35, outright exploded in our K-Cup coffee maker. It damaged our coffee maker and made a terrible mess. Our coffee maker has not been running normally since. Obviously, we had to throw out all the Timothy's Nicaraguan coffee because we could not risk another K-cup blowing up. My advice - stay away from this k-cup. It's not worth the risk.",2010-11-09,22,-0.6044
US,16872208,RP5YYYVQJFBJA,B000EVT042,318508006,Haribo Gummi Candy,Grocery,2.0,5.0,11.0,N,Y,Made me sick!!!,After eating these gummi bears my husband and I experienced intense stomach discomfort similar to a stomach virus. I wil never order these again.,2010-11-05,229,-0.3612
US,44480499,R3ELOOULIOV81D,B002AQP5IE,498102832,Betty Crocker Gluten Free Cake Mix Devil's Food 15.0 oz Box,Grocery,1.0,1.0,2.0,N,N,"Got sick from this product, not GF","My daughter & I are GF and we both got very sick from eating only these. We didnt eat anything else at night and in morning we were very sick, like we ate alot of gluten. I dont get it, it says GF and Certified, etc. They tasted good, but I felt so bad I couldnt do anything the next day and my poor 3yr old told me her belly hurt. I wont ever eat them again.",2010-11-03,161,-0.9568
US,44480499,RUY3BDE8YFCZ8,B002AQP5MK,409319444,"Betty Crocker Gluten Free Brownie Mix, 16-Ounce Boxes (Pack of 6)",Grocery,1.0,22.0,29.0,N,N,Made me very sick!!!NOT Gluten free,"Just like some of the other posts, its made me and my 3 yr old daughter very sick. I cant handle small amounts of gluten. Were 100% gluten free. We ate these for our bedtime snack and both of us felt so bad in the morning we went back to bed and slept 2 1/2 hours and had all the other symptoms of eating a large amount of gluten! the chocolate cake from Betty CRocker did the same thing!  General mills cereals that says GF do the same thing to us! Beware! Make your brownies from scratch!",2010-11-03,256,-0.6654
US,28744294,R3OEVXF6N6TT66,B0007WUOUM,872688918,Bulk Save Dave's Gourmet Insanity Sauce 12 to 48 packs each 5 Oz,Grocery,1.0,1.0,14.0,N,N,dangerous,"Years ago, when I had what seemed like an eternal cold, I read that if one takes hot sauce, it helps clear out the bronchial tubes.  I got a bottle of Dave's Insanity Sauce from a health food store (?!), brought it home and took about half a teaspoon of it with some salad.  About 15 minutes later, I was writhing in agony on the bathroom floor and semi-conscious.  My husband called an ambulance, and the last thing I remembered was a medic saying, \\""I can't get a pulse.\\""  My husband took the jar of sauce along to the hospital -- the ER doctor said to me later, \\""My brother eats this stuff, but they make him sign for it when he buys it.\\""  I thought he was kidding, but he assured me he wasn't kidding.  There were no permanent after-effects.  My husband said it was the first time he'd ever seen me take anything without reading the label first -- turns out the label said to put only a few drops on the food -- and I took half a teaspoon.  Live and learn.  (Oh, yes, BTW, it did cure the cold.)  Years later, an M.D. friend told me that once, in a foreign country, he was eating some food with hot sauce on it and he passed out, falling face forward onto his plate.  Hot sauce can be dangerous stuff.  Use with extremely high care.",2010-10-25,21,0.8992
US,18756823,R1YDIYVTF9HBVK,B000FIUVL0,769384701,"Fifty-50 Sugar-Free Graham Cracker Pie Crust, 6-Ounce Units (Pack of 12)",Grocery,1.0,0.0,4.0,N,Y,made me sick,I don't know much about this product since when I opened the box a roach came running out. I threw the contents out after I killed the little visitor.,2010-10-20,17,-0.6705
US,46027351,RCKKHYQUNLGP,B003VXE3BK,868894838,Wolfgang Puck Coffee K-Cups for Keurig Brewers,Grocery,1.0,1.0,5.0,N,Y,Yuk!  Twangy aftertaste and weak coffee make this one to avoid.,"I bought both the Creme Caramel and this Hazelnut kcup and I couldn't tell them apart even if my life depended on it... The flavor is pretty weak and the coffee itself is too and unlike the Caramel one, this one has a nasty bitter aftertaste like the flavor is artificial.  Yeah, I know it's artificial but I hate that it actually tastes like a chemical!  Yuk...    This is one of those coffees you can serve to company who doesn't know good coffee or people you don't want to have come to your house any more as one cup of this and they won't be your friends after it!  It really is quite bad.",2010-10-18,40,-0.9548
US,52928405,R1ZK2PTZZ90NED,B000G1CQ00,402960903,Amy's Light in Sodium Organic Spicy Chili,Grocery,1.0,5.0,13.0,N,N,"Tastes good, but BPA is a dangerous toxin","This product contains BPA, which is known to be very dangerous to health. The following is a quote from the Wikipedia article on BPA:<br /><br />\\""Bisphenol A is an endocrine disruptor, which can mimic the body's own hormones and may lead to negative health effects.[23][24][25][26] Early development appears to be the period of greatest sensitivity to its effects.[27] Regulatory bodies have determined safety levels for humans, but those safety levels are currently being questioned or under review as a result of new scientific studies.[28][29]<br /><br />In 2009 the The Endocrine Society released a scientific statement expressing concern over current human exposure to BPA.[30]\\""<br /><br />The Wikipedia article is much longer and contains lots of information on BPA. It's all bad news. Amy's canned products all contain BPA. This is unfortunate because Amy's recipes are good tasting. Amy's is aware of the problem and have been \\""researching it\\"" for years now. But they can't seem to get around to removing this dangerous poison from their products.<br /><br />It's not worth the risk to yourself, your children, and your unborn children. So please avoid this product and any other that contains BPA. When Amy's does the right thing and stops using BPA in their canned products, they'll be fit to eat. But not until then.<br /><br />Update: See comments section for an update to this review.",2010-10-09,44,-0.923
US,51672466,R2XRZJULYPR7EG,B000FFLHSY,985687682,Navitas Naturals Organic Goji Berries,Grocery,1.0,3.0,4.0,N,Y,Not this brand.  They made me sick.,"Two times, a week apart, for no apparent reason other than snacking on this product, I became violently ill.  I researched the potential side effects and becoming violently ill is not supposed to be one of them.  I cannot return the bag for a refund (thanks, Amazon) so I have to throw it out.  I will be trying another brand soon.",2010-09-30,753,-0.9371
US,14694499,R1JR2CI5UCIIWQ,B002AQP5MK,409319444,"Betty Crocker Gluten Free Brownie Mix, 16-Ounce Boxes (Pack of 6)",Grocery,1.0,7.0,8.0,N,N,This product made me sick,"I am new to the GF world and was very excited when a friend told me she saw Gluten Free Betty Crocker mixes at the store.  I bought the Brownie mix and gave it a try yesterday.  I would be shocked of this mix is truly GF.  That was the most miserable I have been since I went Gluten free.  Although there is no wheat flour in the mix, I am guessing that the cocoa powder is milled in a plant that processes wheat.",2010-09-26,256,0.8255
US,15239269,R2IP0EFHHKQ0JB,B001D3NXES,274250946,"Extra Fruit Sensations Sugarfree Gum, Strawberry Banana, 15-Count Sticks (Pack of 20)",Grocery,2.0,0.0,3.0,N,N,Boy this is some dangerous gum,Ever since I started chewing this gum (3 days now) I have been getting these terrible headaches. I didn't realize that this had Aspartame in it. Yes the flavor is delicious but it isn't worth the headaches.,2010-09-21,8,0.039
US,44163485,R192DI70BQOBWG,B001AEX1FG,969947869,Waggin Train Chicken Jerky Tenders Dog Treats - 48oz. Bag,Grocery,1.0,10.0,11.0,N,N,My dog loves it but it makes her sick,"I purchased this product twice in the past because my dog LOVES these treats and just ordered two more bags. I thought I'd leave a positive review while I was at it, then saw the negative reviews from other pet owners about the FDA warning. I researched the symptoms online (look up \\""waggin train FDA\\"" and you'll see them) and my dog has had many of these! :( In particular, my dog has had diarrhea, lost her appetite and was perpetually thirsty. We couldn't figure out what it was until we read that FDA warning and connected the dots.<br /><br />I went to the waggin train website and they reference the FDA warning but state that this is because people use the product more than recommended. Well, I only fed my dog one strip per day (at night) as a treat, but that was enough to have caused these issues for months. I honestly hadn't looked at the ingredients or where it was made until now but I most certainly canceled my order and will be purchasing something else. It's a bummer because she really like these treats - but I'm now certain they were making her sick.",2010-09-18,113,0.9081
US,51861708,R2IP6YMW27SI9G,B000Q0NMIG,351226962,RJ's Soft Black Licorice 10.6 Ounce Bag,Grocery,1,2.0,11.0,N,N,absolutely delicious--- and potentially dangerous too,"I was enjoying some of this yummy licorice just now while at the computer, my first experience with RJ's. I became curious about the medicinal applications of licorice and searched \\""licorice health\\"". I was stunned to find that licorice root and extract are implicated in a number of potentially serious health problems: hypertension, potassium depletion, heart and kidney failure, fluid retention and swelling of the face and limbs, hormonal imbalance, and muscle destruction leading to pain and weakness. Licorice can reduce thyroid gland activity and lower basal metabolic rate. Pregnant women should avoid licorice because of danger to the fetus. From the \\""People's Pharmacy\\"" web site:     \\""It appears that individuals vary considerably in their susceptibility to adverse reactions from licorice. Some people experience negative symptoms within days, while others may ingest excessive licorice in candy, chewing gum, chewing tobacco, or herbal medicine for months or even years before they realize that they are suffering damaging effects. Women appear to be somewhat more susceptible than men, and oral contraceptives may increase this sensitivity.     Paralysis of the legs (and in one case, of all of the limbs) has been reported. A sixty-four-year-old man developed pulmonary edema, signaled by fatigue and trouble breathing, after eating four packages of black Twizzlers licorice candy in three days. This case demonstrates how quickly a serious reaction can arise.\\""     Interestingly, most licorice candy sold in the US is made with anise, not licorice flavoring. RJ's however is made from licorice extract... tasty but not worth the risk to me personally as one with a family history of circulatory disorders. Be aware.",2010-09-12,12,-0.914
US,51861708,R3J43QFIGO0U78,B001EO5UVK,459135175,"RJ's Black Soft Natural Eating Licorice, 10.6-Ounce Bags (Pack of 4)",Grocery,1,5.0,24.0,N,Y,Absolutely delicious--- and potentially very dangerous too,"I was enjoying some of this yummy licorice just now while at the computer, my first experience with RJ's. I became curious about the medicinal applications of licorice and searched \\""licorice health\\"". I was stunned to find that licorice root and extract are implicated in a number of potentially serious health problems: hypertension, potassium depletion, heart and kidney failure,  fluid retention and swelling of the face and limbs, hormonal imbalance, and muscle destruction leading to pain and weakness. Licorice can reduce thyroid gland activity and lower basal metabolic rate. Pregnant women should avoid licorice because of danger to the fetus. From the \\""People's Pharmacy\\"" web site:        \\""It appears that individuals vary considerably in their susceptibility to adverse reactions from licorice. Some people experience negative symptoms within days, while others may ingest excessive licorice in candy, chewing gum, chewing tobacco, or herbal medicine for months or even years before they realize that they are suffering damaging effects. Women appear to be somewhat more susceptible than men, and oral contraceptives may increase this sensitivity.         Paralysis of the legs (and in one case, of all of the limbs) has been reported. A sixty-four-year-old man developed pulmonary edema, signaled by fatigue and trouble breathing, after eating four packages of black Twizzlers licorice candy in three days. This case demonstrates how quickly a serious reaction can arise.\\""        Interestingly, most licorice candy sold in the US is made with anise, not licorice flavoring. RJ's however is made from licorice extract... tasty but not worth the risk to me personally as one with a family history of circulatory disorders. Be aware.",2010-09-10,106,-0.914
US,44252028,R2125LVLZDXYRJ,B000LKXFCO,986449940,"Mrs. Leeper's Cheeseburger Mac,  8.32-Ounce Boxes (Pack of 12)",Grocery,3,4.0,4.0,N,N,Tastes great..still made me sick :/,"I was diagnosed with Celiac Disease about 3 years ago and I LOVED finding GF boxed meals that taste like the ones I grew up on! It was absolutely delicious! BUT later that night I got really sick!  After mulling over the ingredients on the box I realized it contains \\""autolyzed yeast extract\\"" which is a \\""natural\\"" form of MSG.  I'm CRAZY sensitive to MSG which means I can't buy this anymore :( but to anyone without that sensitivity, you won't regret buying Mrs. Leepers! :)",2010-09-03,21,-0.4671
US,23537180,R35H567G78FZWL,B000RCH43M,27079933,DiabeticFriendly Sugar Free Assorted Fruit Gummy Fish (1lb/bulk),Grocery,1,1.0,1.0,N,Y,"Taste great, not worth feeling so sick afterwards","The gummy fish do taste like regular sugar gummies, but if you eat only 5- 10 fish, you will end up feeling so sick, it isn't worth eating them. Who eats only one gummy fish? I was afraid to eat more than one afraid I would get sick if I had anymore.   I have had other sugar free gummy candies that don't seem to make you feel so awful, not sure what the difference is, but I will never buy these ones again.",2010-09-01,5,-0.951
